spectrogram,label
asikoe2_XC812737.ogg.npy,asikoe2
whbsho3_XC856465.ogg.npy,whbsho3
bcnher_XC601229.ogg.npy,bcnher
commoo3_XC477359.ogg.npy,commoo3
comsan_XC666712.ogg.npy,comsan
insbab1_XC206390.ogg.npy,insbab1
barswa_XC339819.ogg.npy,barswa
grywag_XC845120.ogg.npy,grywag
woosan_XC549280.ogg.npy,woosan
rocpig_XC615049.ogg.npy,rocpig
grnsan_XC668915.ogg.npy,grnsan
crseag1_XC150734.ogg.npy,crseag1
grywag_XC507370.ogg.npy,grywag
purher1_XC568360.ogg.npy,purher1
gybpri1_XC423740.ogg.npy,gybpri1
categr_XC339758.ogg.npy,categr
rocpig_XC550346.ogg.npy,rocpig
piebus1_XC143254.ogg.npy,piebus1
indpit1_XC137108.ogg.npy,indpit1
commoo3_XC554617.ogg.npy,commoo3
rorpar_XC522616.ogg.npy,rorpar
putbab1_XC573334.ogg.npy,putbab1
goflea1_XC684245.ogg.npy,goflea1
litswi1_XC379679.ogg.npy,litswi1
pursun4_XC182625.ogg.npy,pursun4
litspi1_XC618632.ogg.npy,litspi1
ashdro1_XC492732.ogg.npy,ashdro1
labcro1_XC191641.ogg.npy,labcro1
bkwsti_XC193723.ogg.npy,bkwsti
gyhcaf1_XC356186.ogg.npy,gyhcaf1
comsan_XC588799.ogg.npy,comsan
blakit1_XC270446.ogg.npy,blakit1
wemhar1_XC790621.ogg.npy,wemhar1
commoo3_XC650111.ogg.npy,commoo3
grnsan_XC578544.ogg.npy,grnsan
junbab2_XC390355.ogg.npy,junbab2
grewar3_XC424015.ogg.npy,grewar3
barswa_XC320267.ogg.npy,barswa
zitcis1_XC148897.ogg.npy,zitcis1
litspi1_XC840214.ogg.npy,litspi1
btbeat1_XC239914.ogg.npy,btbeat1
putbab1_XC607034.ogg.npy,putbab1
zitcis1_XC712557.ogg.npy,zitcis1
whbwat1_XC266605.ogg.npy,whbwat1
lirplo_XC645399.ogg.npy,lirplo
whiter2_XC318421.ogg.npy,whiter2
blaeag1_XC112826.ogg.npy,blaeag1
vefnut1_XC327427.ogg.npy,vefnut1
grywag_XC767796.ogg.npy,grywag
grnwar1_XC299234.ogg.npy,grnwar1
rerswa1_XC445700.ogg.npy,rerswa1
brodro1_XC207264.ogg.npy,brodro1
lirplo_XC655854.ogg.npy,lirplo
comior1_XC297269.ogg.npy,comior1
commoo3_XC818187.ogg.npy,commoo3
greegr_XC582622.ogg.npy,greegr
grnsan_XC557398.ogg.npy,grnsan
houspa_XC124181.ogg.npy,houspa
putbab1_XC343911.ogg.npy,putbab1
gyhcaf1_XC497007.ogg.npy,gyhcaf1
rorpar_XC116840.ogg.npy,rorpar
bcnher_XC550542.ogg.npy,bcnher
kenplo1_XC718534.ogg.npy,kenplo1
eaywag1_XC770713.ogg.npy,eaywag1
comgre_XC723197.ogg.npy,comgre
blakit1_XC764320.ogg.npy,blakit1
bkskit1_XC350356.ogg.npy,bkskit1
grewar3_XC428984.ogg.npy,grewar3
grewar3_XC187079.ogg.npy,grewar3
zitcis1_XC711695.ogg.npy,zitcis1
eurcoo_XC625245.ogg.npy,eurcoo
purher1_XC844150.ogg.npy,purher1
grnwar1_XC600356.ogg.npy,grnwar1
plapri1_XC596984.ogg.npy,plapri1
eucdov_XC344259.ogg.npy,eucdov
grtdro1_XC756616.ogg.npy,grtdro1
graher1_XC569913.ogg.npy,graher1
grnsan_XC746691.ogg.npy,grnsan
whrmun_XC614541.ogg.npy,whrmun
houspa_XC565682.ogg.npy,houspa
blrwar1_XC666076.ogg.npy,blrwar1
grnwar1_XC317644.ogg.npy,grnwar1
litspi1_XC244319.ogg.npy,litspi1
grewar3_XC180135.ogg.npy,grewar3
barswa_XC361747.ogg.npy,barswa
brnhao1_XC321083.ogg.npy,brnhao1
lirplo_XC384350.ogg.npy,lirplo
rerswa1_XC471957.ogg.npy,rerswa1
placuc3_XC181302.ogg.npy,placuc3
yebbul3_XC574859.ogg.npy,yebbul3
barswa_XC575747.ogg.npy,barswa
comgre_XC666308.ogg.npy,comgre
eucdov_XC806668.ogg.npy,eucdov
brnshr_XC456208.ogg.npy,brnshr
eurcoo_XC697400.ogg.npy,eurcoo
eurcoo_XC567414.ogg.npy,eurcoo
eurcoo_XC714721.ogg.npy,eurcoo
barswa_XC306047.ogg.npy,barswa
gyhcaf1_XC653835.ogg.npy,gyhcaf1
woosan_XC265263.ogg.npy,woosan
insowl1_XC304586.ogg.npy,insowl1
houspa_XC628359.ogg.npy,houspa
woosan_XC742926.ogg.npy,woosan
grewar3_XC216105.ogg.npy,grewar3
hoopoe_XC666153.ogg.npy,hoopoe
bcnher_XC567599.ogg.npy,bcnher
litegr_XC642416.ogg.npy,litegr
copbar1_XC459293.ogg.npy,copbar1
woosan_XC145349.ogg.npy,woosan
thbwar1_XC439766.ogg.npy,thbwar1
houspa_XC807199.ogg.npy,houspa
pursun3_XC208781.ogg.npy,pursun3
blakit1_XC660615.ogg.npy,blakit1
purher1_XC665466.ogg.npy,purher1
eurcoo_XC380513.ogg.npy,eurcoo
insbab1_XC393951.ogg.npy,insbab1
litgre1_XC716638.ogg.npy,litgre1
grecou1_XC574984.ogg.npy,grecou1
commoo3_XC831044.ogg.npy,commoo3
grewar3_XC422507.ogg.npy,grewar3
emedov2_XC31543.ogg.npy,emedov2
spodov_XC74458.ogg.npy,spodov
woosan_XC64712.ogg.npy,woosan
comgre_XC666573.ogg.npy,comgre
junbab2_XC796048.ogg.npy,junbab2
gybpri1_XC302000.ogg.npy,gybpri1
tibfly3_XC684400.ogg.npy,tibfly3
copbar1_XC783719.ogg.npy,copbar1
litegr_XC333911.ogg.npy,litegr
litgre1_XC687082.ogg.npy,litgre1
bladro1_XC857000.ogg.npy,bladro1
purher1_XC673961.ogg.npy,purher1
paisto1_XC769894.ogg.npy,paisto1
vehpar1_XC497097.ogg.npy,vehpar1
lirplo_XC835675.ogg.npy,lirplo
cohcuc1_XC214006.ogg.npy,cohcuc1
woosan_XC554792.ogg.npy,woosan
blrwar1_XC492504.ogg.npy,blrwar1
nutman_XC829156.ogg.npy,nutman
blnmon1_XC445639.ogg.npy,blnmon1
maghor2_XC754676.ogg.npy,maghor2
commyn_XC110877.ogg.npy,commyn
commoo3_XC537954.ogg.npy,commoo3
grywag_XC575901.ogg.npy,grywag
plapri1_XC116817.ogg.npy,plapri1
blakit1_XC719785.ogg.npy,blakit1
shikra1_XC145284.ogg.npy,shikra1
comgre_XC646975.ogg.npy,comgre
grewar3_XC570205.ogg.npy,grewar3
commoo3_XC645433.ogg.npy,commoo3
woosan_XC599390.ogg.npy,woosan
whiter2_XC293454.ogg.npy,whiter2
blrwar1_XC183813.ogg.npy,blrwar1
houspa_XC622183.ogg.npy,houspa
lirplo_XC263304.ogg.npy,lirplo
whbwag1_XC423766.ogg.npy,whbwag1
litegr_XC333872.ogg.npy,litegr
hoopoe_XC685941.ogg.npy,hoopoe
smamin1_XC633052.ogg.npy,smamin1
eurcoo_XC747843.ogg.npy,eurcoo
comgre_XC685778.ogg.npy,comgre
graher1_XC673322.ogg.npy,graher1
categr_XC682210.ogg.npy,categr
cohcuc1_XC284522.ogg.npy,cohcuc1
blhori1_XC572654.ogg.npy,blhori1
comior1_XC303821.ogg.npy,comior1
barswa_XC405617.ogg.npy,barswa
kerlau2_XC856429.ogg.npy,kerlau2
yebbul3_XC207749.ogg.npy,yebbul3
vefnut1_XC31587.ogg.npy,vefnut1
comros_XC481393.ogg.npy,comros
grefla1_XC192028.ogg.npy,grefla1
comros_XC458150.ogg.npy,comros
graher1_XC497259.ogg.npy,graher1
grtdro1_XC490550.ogg.npy,grtdro1
eaywag1_XC138886.ogg.npy,eaywag1
comkin1_XC761561.ogg.npy,comkin1
bkskit1_XC352577.ogg.npy,bkskit1
comros_XC458146.ogg.npy,comros
compea_XC196656.ogg.npy,compea
junbab2_XC744712.ogg.npy,junbab2
blrwar1_XC659065.ogg.npy,blrwar1
jerbus2_XC567159.ogg.npy,jerbus2
gloibi_XC800219.ogg.npy,gloibi
grecou1_XC442341.ogg.npy,grecou1
rerswa1_XC423982.ogg.npy,rerswa1
rorpar_XC642479.ogg.npy,rorpar
thbwar1_XC607434.ogg.npy,thbwar1
placuc3_XC379545.ogg.npy,placuc3
grewar3_XC575392.ogg.npy,grewar3
woosan_XC387540.ogg.npy,woosan
houspa_XC772619.ogg.npy,houspa
bcnher_XC298152.ogg.npy,bcnher
eurcoo_XC400521.ogg.npy,eurcoo
grewar3_XC483338.ogg.npy,grewar3
comkin1_XC211675.ogg.npy,comkin1
niwpig1_XC122770.ogg.npy,niwpig1
yebbab1_XC536074.ogg.npy,yebbab1
hoopoe_XC685943.ogg.npy,hoopoe
comgre_XC827908.ogg.npy,comgre
barswa_XC770375.ogg.npy,barswa
indpit1_XC343023.ogg.npy,indpit1
litgre1_XC307354.ogg.npy,litgre1
blrwar1_XC199698.ogg.npy,blrwar1
grywag_XC754455.ogg.npy,grywag
comsan_XC489268.ogg.npy,comsan
grewar3_XC191632.ogg.npy,grewar3
pursun4_XC74149.ogg.npy,pursun4
grywag_XC456026.ogg.npy,grywag
woosan_XC146451.ogg.npy,woosan
rerswa1_XC330925.ogg.npy,rerswa1
litgre1_XC735405.ogg.npy,litgre1
bkskit1_XC360634.ogg.npy,bkskit1
eurcoo_XC433121.ogg.npy,eurcoo
whbbul2_XC163927.ogg.npy,whbbul2
comkin1_XC467794.ogg.npy,comkin1
blrwar1_XC313296.ogg.npy,blrwar1
commoo3_XC360808.ogg.npy,commoo3
spodov_XC205837.ogg.npy,spodov
rewbul_XC723000.ogg.npy,rewbul
rufbab3_XC665708.ogg.npy,rufbab3
graher1_XC673317.ogg.npy,graher1
blrwar1_XC345787.ogg.npy,blrwar1
eucdov_XC474772.ogg.npy,eucdov
litegr_XC829577.ogg.npy,litegr
whcbar1_XC313631.ogg.npy,whcbar1
emedov2_XC666200.ogg.npy,emedov2
blnmon1_XC503741.ogg.npy,blnmon1
blrwar1_XC420786.ogg.npy,blrwar1
sbeowl1_XC255682.ogg.npy,sbeowl1
brcful1_XC666046.ogg.npy,brcful1
grnsan_XC579395.ogg.npy,grnsan
indpit1_XC423306.ogg.npy,indpit1
grewar3_XC494854.ogg.npy,grewar3
piebus1_XC240347.ogg.npy,piebus1
whtkin2_XC858394.ogg.npy,whtkin2
spodov_XC31443.ogg.npy,spodov
tibfly3_XC163870.ogg.npy,tibfly3
marsan_XC138817.ogg.npy,marsan
zitcis1_XC374758.ogg.npy,zitcis1
grywag_XC263097.ogg.npy,grywag
rewbul_XC738791.ogg.npy,rewbul
hoopoe_XC308069.ogg.npy,hoopoe
comsan_XC666039.ogg.npy,comsan
blrwar1_XC566128.ogg.npy,blrwar1
nutman_XC441706.ogg.npy,nutman
litegr_XC333945.ogg.npy,litegr
bkwsti_XC632158.ogg.npy,bkwsti
barswa_XC584277.ogg.npy,barswa
houspa_XC682959.ogg.npy,houspa
laudov1_XC665553.ogg.npy,laudov1
litspi1_XC446977.ogg.npy,litspi1
maghor2_XC157978.ogg.npy,maghor2
litswi1_XC495325.ogg.npy,litswi1
litgre1_XC797801.ogg.npy,litgre1
eaywag1_XC416183.ogg.npy,eaywag1
rutfly6_XC817986.ogg.npy,rutfly6
blhori1_XC42612.ogg.npy,blhori1
eurcoo_XC673087.ogg.npy,eurcoo
ingori1_XC733455.ogg.npy,ingori1
barswa_XC804226.ogg.npy,barswa
comsan_XC789568.ogg.npy,comsan
greegr_XC390822.ogg.npy,greegr
grewar3_XC569297.ogg.npy,grewar3
grtdro1_XC57643.ogg.npy,grtdro1
barswa_XC416955.ogg.npy,barswa
eaywag1_XC588173.ogg.npy,eaywag1
laudov1_XC462901.ogg.npy,laudov1
comros_XC809744.ogg.npy,comros
bkwsti_XC835992.ogg.npy,bkwsti
comgre_XC433123.ogg.npy,comgre
eucdov_XC548527.ogg.npy,eucdov
comior1_XC658745.ogg.npy,comior1
gyhcaf1_XC503743.ogg.npy,gyhcaf1
wemhar1_XC608629.ogg.npy,wemhar1
crseag1_XC665380.ogg.npy,crseag1
maghor2_XC140250.ogg.npy,maghor2
blrwar1_XC659109.ogg.npy,blrwar1
grnsan_XC743778.ogg.npy,grnsan
commyn_XC494124.ogg.npy,commyn
ingori1_XC185494.ogg.npy,ingori1
comkin1_XC790230.ogg.npy,comkin1
hoopoe_XC562063.ogg.npy,hoopoe
cohcuc1_XC754344.ogg.npy,cohcuc1
whiter2_XC476924.ogg.npy,whiter2
indrol2_XC398456.ogg.npy,indrol2
eucdov_XC743743.ogg.npy,eucdov
bkwsti_XC363454.ogg.npy,bkwsti
blhori1_XC214004.ogg.npy,blhori1
houspa_XC641193.ogg.npy,houspa
commyn_XC183811.ogg.npy,commyn
dafbab1_XC775627.ogg.npy,dafbab1
hoopoe_XC308068.ogg.npy,hoopoe
bladro1_XC814823.ogg.npy,bladro1
comros_XC834432.ogg.npy,comros
comgre_XC568852.ogg.npy,comgre
comior1_XC297709.ogg.npy,comior1
grtdro1_XC450268.ogg.npy,grtdro1
brnhao1_XC766805.ogg.npy,brnhao1
oripip1_XC772641.ogg.npy,oripip1
asbfly_XC313835.ogg.npy,asbfly
barswa_XC764315.ogg.npy,barswa
ruftre2_XC568896.ogg.npy,ruftre2
rorpar_XC592951.ogg.npy,rorpar
grecou1_XC150949.ogg.npy,grecou1
rewlap1_XC357929.ogg.npy,rewlap1
grenig1_XC612084.ogg.npy,grenig1
eucdov_XC284421.ogg.npy,eucdov
grywag_XC297152.ogg.npy,grywag
piebus1_XC176169.ogg.npy,piebus1
bcnher_XC670491.ogg.npy,bcnher
zitcis1_XC499547.ogg.npy,zitcis1
hoopoe_XC838414.ogg.npy,hoopoe
woosan_XC801607.ogg.npy,woosan
woosan_XC215036.ogg.npy,woosan
blrwar1_XC630499.ogg.npy,blrwar1
smamin1_XC842524.ogg.npy,smamin1
whbbul2_XC164018.ogg.npy,whbbul2
zitcis1_XC734272.ogg.npy,zitcis1
comkin1_XC511572.ogg.npy,comkin1
marsan_XC120424.ogg.npy,marsan
revbul_XC74214.ogg.npy,revbul
comros_XC560114.ogg.npy,comros
litgre1_XC714373.ogg.npy,litgre1
eucdov_XC726671.ogg.npy,eucdov
plapri1_XC642745.ogg.npy,plapri1
grywag_XC235139.ogg.npy,grywag
putbab1_XC214183.ogg.npy,putbab1
graher1_XC686199.ogg.npy,graher1
grewar3_XC761666.ogg.npy,grewar3
comsan_XC646786.ogg.npy,comsan
comsan_XC318810.ogg.npy,comsan
junbab2_XC116754.ogg.npy,junbab2
grnsan_XC638424.ogg.npy,grnsan
bkskit1_XC350188.ogg.npy,bkskit1
bkskit1_XC433764.ogg.npy,bkskit1
whbtre1_XC278926.ogg.npy,whbtre1
eaywag1_XC796073.ogg.npy,eaywag1
whcbar1_XC761425.ogg.npy,whcbar1
rewlap1_XC573515.ogg.npy,rewlap1
hoopoe_XC492192.ogg.npy,hoopoe
litegr_XC605112.ogg.npy,litegr
crseag1_XC572671.ogg.npy,crseag1
grenig1_XC151818.ogg.npy,grenig1
eaywag1_XC766990.ogg.npy,eaywag1
bcnher_XC808257.ogg.npy,bcnher
kenplo1_XC376956.ogg.npy,kenplo1
cohcuc1_XC433065.ogg.npy,cohcuc1
eaywag1_XC417147.ogg.npy,eaywag1
brnshr_XC330917.ogg.npy,brnshr
asikoe2_XC73024.ogg.npy,asikoe2
piekin1_XC515834.ogg.npy,piekin1
rerswa1_XC471955.ogg.npy,rerswa1
sttwoo1_XC124420.ogg.npy,sttwoo1
comkin1_XC188958.ogg.npy,comkin1
brwowl1_XC761264.ogg.npy,brwowl1
eaywag1_XC812214.ogg.npy,eaywag1
gybpri1_XC722783.ogg.npy,gybpri1
houspa_XC459343.ogg.npy,houspa
asbfly_XC834959.ogg.npy,asbfly
houspa_XC345810.ogg.npy,houspa
crseag1_XC350206.ogg.npy,crseag1
pursun4_XC405330.ogg.npy,pursun4
commoo3_XC792813.ogg.npy,commoo3
ingori1_XC116741.ogg.npy,ingori1
greegr_XC143578.ogg.npy,greegr
grywag_XC855698.ogg.npy,grywag
gybpri1_XC326853.ogg.npy,gybpri1
brodro1_XC353800.ogg.npy,brodro1
comtai1_XC616973.ogg.npy,comtai1
eaywag1_XC587683.ogg.npy,eaywag1
barswa_XC630247.ogg.npy,barswa
commoo3_XC287570.ogg.npy,commoo3
commoo3_XC488467.ogg.npy,commoo3
litgre1_XC715799.ogg.npy,litgre1
bkskit1_XC350257.ogg.npy,bkskit1
rewbul_XC758757.ogg.npy,rewbul
litegr_XC500678.ogg.npy,litegr
barswa_XC741699.ogg.npy,barswa
junmyn1_XC110491.ogg.npy,junmyn1
litgre1_XC773540.ogg.npy,litgre1
whbwat1_XC304319.ogg.npy,whbwat1
putbab1_XC465682.ogg.npy,putbab1
bkskit1_XC353839.ogg.npy,bkskit1
comkin1_XC474270.ogg.npy,comkin1
tibfly3_XC158463.ogg.npy,tibfly3
eaywag1_XC675535.ogg.npy,eaywag1
asbfly_XC610733.ogg.npy,asbfly
inbrob1_XC316833.ogg.npy,inbrob1
bkwsti_XC338805.ogg.npy,bkwsti
houcro1_XC163863.ogg.npy,houcro1
piebus1_XC836933.ogg.npy,piebus1
spodov_XC773797.ogg.npy,spodov
litegr_XC333883.ogg.npy,litegr
rerswa1_XC611239.ogg.npy,rerswa1
eaywag1_XC826308.ogg.npy,eaywag1
greegr_XC317155.ogg.npy,greegr
grewar3_XC266546.ogg.npy,grewar3
eucdov_XC530697.ogg.npy,eucdov
gyhcaf1_XC503742.ogg.npy,gyhcaf1
commyn_XC528946.ogg.npy,commyn
bkskit1_XC352489.ogg.npy,bkskit1
gyhcaf1_XC290283.ogg.npy,gyhcaf1
grewar3_XC318068.ogg.npy,grewar3
purher1_XC770875.ogg.npy,purher1
litgre1_XC716708.ogg.npy,litgre1
rorpar_XC534454.ogg.npy,rorpar
grynig2_XC131945.ogg.npy,grynig2
aspfly1_XC687957.ogg.npy,aspfly1
grehor1_XC169937.ogg.npy,grehor1
barswa_XC648527.ogg.npy,barswa
bkskit1_XC583759.ogg.npy,bkskit1
zitcis1_XC710535.ogg.npy,zitcis1
brfowl1_XC138098.ogg.npy,brfowl1
comgre_XC381325.ogg.npy,comgre
blrwar1_XC826790.ogg.npy,blrwar1
bkrfla1_XC323802.ogg.npy,bkrfla1
bcnher_XC562646.ogg.npy,bcnher
whiter2_XC601208.ogg.npy,whiter2
zitcis1_XC310412.ogg.npy,zitcis1
ashdro1_XC365149.ogg.npy,ashdro1
compea_XC452046.ogg.npy,compea
ruftre2_XC469369.ogg.npy,ruftre2
bladro1_XC394042.ogg.npy,bladro1
zitcis1_XC800696.ogg.npy,zitcis1
grywag_XC170966.ogg.npy,grywag
comkin1_XC118166.ogg.npy,comkin1
gloibi_XC310509.ogg.npy,gloibi
litegr_XC333876.ogg.npy,litegr
houspa_XC197830.ogg.npy,houspa
comgre_XC670934.ogg.npy,comgre
kenplo1_XC338272.ogg.npy,kenplo1
goflea1_XC208794.ogg.npy,goflea1
whbwat1_XC769469.ogg.npy,whbwat1
barswa_XC484700.ogg.npy,barswa
litegr_XC720154.ogg.npy,litegr
whbwat1_XC432691.ogg.npy,whbwat1
commoo3_XC553548.ogg.npy,commoo3
grewar3_XC494691.ogg.npy,grewar3
woosan_XC184464.ogg.npy,woosan
blrwar1_XC371867.ogg.npy,blrwar1
comgre_XC540762.ogg.npy,comgre
nutman_XC366272.ogg.npy,nutman
grywag_XC124685.ogg.npy,grywag
litgre1_XC645934.ogg.npy,litgre1
asikoe2_XC169914.ogg.npy,asikoe2
bkwsti_XC698405.ogg.npy,bkwsti
litspi1_XC619549.ogg.npy,litspi1
commyn_XC40087.ogg.npy,commyn
blrwar1_XC659092.ogg.npy,blrwar1
litspi1_XC319390.ogg.npy,litspi1
ruftre2_XC359160.ogg.npy,ruftre2
greegr_XC787910.ogg.npy,greegr
cohcuc1_XC554297.ogg.npy,cohcuc1
woosan_XC652326.ogg.npy,woosan
woosan_XC664809.ogg.npy,woosan
wemhar1_XC821964.ogg.npy,wemhar1
comsan_XC648450.ogg.npy,comsan
blnmon1_XC741218.ogg.npy,blnmon1
greegr_XC786296.ogg.npy,greegr
hoopoe_XC577029.ogg.npy,hoopoe
comkin1_XC778305.ogg.npy,comkin1
bcnher_XC585654.ogg.npy,bcnher
comgre_XC827794.ogg.npy,comgre
graher1_XC267063.ogg.npy,graher1
hoopoe_XC803800.ogg.npy,hoopoe
purher1_XC338300.ogg.npy,purher1
comros_XC199318.ogg.npy,comros
plhpar1_XC210845.ogg.npy,plhpar1
blakit1_XC793214.ogg.npy,blakit1
barswa_XC560260.ogg.npy,barswa
brcful1_XC779406.ogg.npy,brcful1
bcnher_XC714745.ogg.npy,bcnher
comtai1_XC713029.ogg.npy,comtai1
purswa3_XC537106.ogg.npy,purswa3
commoo3_XC540997.ogg.npy,commoo3
emedov2_XC248147.ogg.npy,emedov2
asbfly_XC775904.ogg.npy,asbfly
blrwar1_XC183818.ogg.npy,blrwar1
bkwsti_XC558954.ogg.npy,bkwsti
crseag1_XC775617.ogg.npy,crseag1
junbab2_XC282586.ogg.npy,junbab2
stbkin1_XC659332.ogg.npy,stbkin1
grywag_XC556052.ogg.npy,grywag
lirplo_XC633875.ogg.npy,lirplo
litegr_XC333968.ogg.npy,litegr
bcnher_XC282624.ogg.npy,bcnher
grtdro1_XC603872.ogg.npy,grtdro1
comior1_XC402326.ogg.npy,comior1
grnwar1_XC208997.ogg.npy,grnwar1
bcnher_XC661217.ogg.npy,bcnher
grewar3_XC630521.ogg.npy,grewar3
asbfly_XC267682.ogg.npy,asbfly
comior1_XC754354.ogg.npy,comior1
comkin1_XC616099.ogg.npy,comkin1
comkin1_XC714218.ogg.npy,comkin1
eucdov_XC558467.ogg.npy,eucdov
categr_XC756290.ogg.npy,categr
blrwar1_XC120633.ogg.npy,blrwar1
litegr_XC346523.ogg.npy,litegr
blrwar1_XC565811.ogg.npy,blrwar1
gyhcaf1_XC489219.ogg.npy,gyhcaf1
laudov1_XC405380.ogg.npy,laudov1
rewlap1_XC507724.ogg.npy,rewlap1
gloibi_XC464845.ogg.npy,gloibi
barswa_XC798895.ogg.npy,barswa
houspa_XC564822.ogg.npy,houspa
grnwar1_XC441657.ogg.npy,grnwar1
grnsan_XC828624.ogg.npy,grnsan
laudov1_XC444432.ogg.npy,laudov1
grewar3_XC684275.ogg.npy,grewar3
rewbul_XC203256.ogg.npy,rewbul
comtai1_XC210478.ogg.npy,comtai1
smamin1_XC37783.ogg.npy,smamin1
bcnher_XC547393.ogg.npy,bcnher
comsan_XC587850.ogg.npy,comsan
grywag_XC726568.ogg.npy,grywag
comgre_XC206721.ogg.npy,comgre
bcnher_XC373688.ogg.npy,bcnher
whbwoo2_XC319054.ogg.npy,whbwoo2
ashpri1_XC401869.ogg.npy,ashpri1
purher1_XC187385.ogg.npy,purher1
grecou1_XC209944.ogg.npy,grecou1
comtai1_XC834667.ogg.npy,comtai1
ruftre2_XC348713.ogg.npy,ruftre2
ingori1_XC421642.ogg.npy,ingori1
bkwsti_XC774270.ogg.npy,bkwsti
bkwsti_XC189489.ogg.npy,bkwsti
wemhar1_XC131532.ogg.npy,wemhar1
grywag_XC806690.ogg.npy,grywag
plapri1_XC465268.ogg.npy,plapri1
wemhar1_XC410924.ogg.npy,wemhar1
graher1_XC496050.ogg.npy,graher1
bkwsti_XC804971.ogg.npy,bkwsti
eaywag1_XC317369.ogg.npy,eaywag1
grnsan_XC817738.ogg.npy,grnsan
comros_XC833972.ogg.npy,comros
grewar3_XC507658.ogg.npy,grewar3
comtai1_XC393237.ogg.npy,comtai1
purher1_XC824689.ogg.npy,purher1
marsan_XC648415.ogg.npy,marsan
comior1_XC796963.ogg.npy,comior1
litgre1_XC462272.ogg.npy,litgre1
comior1_XC150690.ogg.npy,comior1
woosan_XC770215.ogg.npy,woosan
stbkin1_XC177251.ogg.npy,stbkin1
cohcuc1_XC483085.ogg.npy,cohcuc1
indpit1_XC442328.ogg.npy,indpit1
pursun4_XC687326.ogg.npy,pursun4
ashdro1_XC335024.ogg.npy,ashdro1
graher1_XC837510.ogg.npy,graher1
grtdro1_XC528892.ogg.npy,grtdro1
wemhar1_XC781892.ogg.npy,wemhar1
litswi1_XC424696.ogg.npy,litswi1
rorpar_XC759751.ogg.npy,rorpar
grecou1_XC289199.ogg.npy,grecou1
blhori1_XC777453.ogg.npy,blhori1
litswi1_XC443070.ogg.npy,litswi1
rossta2_XC574447.ogg.npy,rossta2
woosan_XC670441.ogg.npy,woosan
purher1_XC828042.ogg.npy,purher1
categr_XC613482.ogg.npy,categr
bkcbul1_XC448142.ogg.npy,bkcbul1
grecou1_XC839263.ogg.npy,grecou1
junmyn1_XC110496.ogg.npy,junmyn1
laudov1_XC390807.ogg.npy,laudov1
grtdro1_XC184817.ogg.npy,grtdro1
inbrob1_XC393128.ogg.npy,inbrob1
comgre_XC717088.ogg.npy,comgre
brnshr_XC458247.ogg.npy,brnshr
brnhao1_XC542268.ogg.npy,brnhao1
grtdro1_XC441223.ogg.npy,grtdro1
rewbul_XC74347.ogg.npy,rewbul
barfly1_XC856388.ogg.npy,barfly1
copbar1_XC321770.ogg.npy,copbar1
comior1_XC631470.ogg.npy,comior1
barswa_XC580557.ogg.npy,barswa
ashdro1_XC463832.ogg.npy,ashdro1
bcnher_XC277475.ogg.npy,bcnher
eucdov_XC663906.ogg.npy,eucdov
eaywag1_XC452721.ogg.npy,eaywag1
eaywag1_XC818885.ogg.npy,eaywag1
eaywag1_XC687210.ogg.npy,eaywag1
grecou1_XC431491.ogg.npy,grecou1
paisto1_XC268752.ogg.npy,paisto1
comros_XC580323.ogg.npy,comros
whbwoo2_XC196555.ogg.npy,whbwoo2
eucdov_XC539178.ogg.npy,eucdov
grewar3_XC420106.ogg.npy,grewar3
eucdov_XC337620.ogg.npy,eucdov
grbeat1_XC665311.ogg.npy,grbeat1
houspa_XC701056.ogg.npy,houspa
eucdov_XC522042.ogg.npy,eucdov
comkin1_XC460319.ogg.npy,comkin1
zitcis1_XC845457.ogg.npy,zitcis1
whbwat1_XC541285.ogg.npy,whbwat1
eucdov_XC491007.ogg.npy,eucdov
aspswi1_XC592948.ogg.npy,aspswi1
comkin1_XC202482.ogg.npy,comkin1
vehpar1_XC126951.ogg.npy,vehpar1
btbeat1_XC400298.ogg.npy,btbeat1
grtdro1_XC184816.ogg.npy,grtdro1
brcful1_XC715957.ogg.npy,brcful1
litspi1_XC57249.ogg.npy,litspi1
eucdov_XC490220.ogg.npy,eucdov
brodro1_XC114815.ogg.npy,brodro1
whiter2_XC146006.ogg.npy,whiter2
rewbul_XC585176.ogg.npy,rewbul
crseag1_XC559099.ogg.npy,crseag1
grewar3_XC254828.ogg.npy,grewar3
comgre_XC824411.ogg.npy,comgre
bkskit1_XC858895.ogg.npy,bkskit1
rewbul_XC803474.ogg.npy,rewbul
kenplo1_XC494537.ogg.npy,kenplo1
kenplo1_XC765539.ogg.npy,kenplo1
revbul_XC577870.ogg.npy,revbul
commoo3_XC539199.ogg.npy,commoo3
eaywag1_XC768587.ogg.npy,eaywag1
houcro1_XC779258.ogg.npy,houcro1
gybpri1_XC823527.ogg.npy,gybpri1
grnsan_XC584393.ogg.npy,grnsan
barswa_XC457799.ogg.npy,barswa
gloibi_XC310511.ogg.npy,gloibi
stbkin1_XC122388.ogg.npy,stbkin1
comtai1_XC643391.ogg.npy,comtai1
lirplo_XC326570.ogg.npy,lirplo
copbar1_XC666450.ogg.npy,copbar1
nutman_XC689440.ogg.npy,nutman
brwowl1_XC613168.ogg.npy,brwowl1
copbar1_XC442206.ogg.npy,copbar1
bkskit1_XC763925.ogg.npy,bkskit1
