spectrogram,label,label_idx
comgre_XC201224.ogg.npy,comgre,37
asikoe2_XC365421.ogg.npy,asikoe2,4
comgre_XC699622.ogg.npy,comgre,37
comgre_XC741573.ogg.npy,comgre,37
comsan_XC157223.ogg.npy,comsan,44
grnsan_XC854517.ogg.npy,grnsan,71
pursun3_XC648948.ogg.npy,pursun3,133
rerswa1_XC390260.ogg.npy,rerswa1,138
bkskit1_XC350253.ogg.npy,bkskit1,13
grewar3_XC845828.ogg.npy,grewar3,70
eucdov_XC819765.ogg.npy,eucdov,55
brwowl1_XC768381.ogg.npy,brwowl1,30
barswa_XC584277.ogg.npy,barswa,9
orihob2_XC769789.ogg.npy,orihob2,121
purswa3_XC283188.ogg.npy,purswa3,135
blrwar1_XC659091.ogg.npy,blrwar1,20
litegr_XC333931.ogg.npy,litegr,106
grnsan_XC626362.ogg.npy,grnsan,71
blrwar1_XC480057.ogg.npy,blrwar1,20
comgre_XC777030.ogg.npy,comgre,37
eaywag1_XC547918.ogg.npy,eaywag1,53
sohmyn1_XC207740.ogg.npy,sohmyn1,153
asikoe2_XC786033.ogg.npy,asikoe2,4
comsan_XC588565.ogg.npy,comsan,44
woosan_XC304114.ogg.npy,woosan,177
litgre1_XC502950.ogg.npy,litgre1,107
piebus1_XC138465.ogg.npy,piebus1,125
piekin1_XC515911.ogg.npy,piekin1,126
grywag_XC636308.ogg.npy,grywag,76
woosan_XC717335.ogg.npy,woosan,177
smamin1_XC207060.ogg.npy,smamin1,152
comgre_XC801597.ogg.npy,comgre,37
grewar3_XC176008.ogg.npy,grewar3,70
comkin1_XC692592.ogg.npy,comkin1,39
brnshr_XC837098.ogg.npy,brnshr,27
litegr_XC333963.ogg.npy,litegr,106
houspa_XC372955.ogg.npy,houspa,82
bcnher_XC732216.ogg.npy,bcnher,10
woosan_XC833723.ogg.npy,woosan,177
comros_XC116931.ogg.npy,comros,43
zitcis1_XC480392.ogg.npy,zitcis1,181
barswa_XC263637.ogg.npy,barswa,9
compea_XC406117.ogg.npy,compea,42
brnshr_XC489779.ogg.npy,brnshr,27
eucdov_XC309253.ogg.npy,eucdov,55
barswa_XC664977.ogg.npy,barswa,9
commoo3_XC436938.ogg.npy,commoo3,40
gyhcaf1_XC292229.ogg.npy,gyhcaf1,78
litgre1_XC634899.ogg.npy,litgre1,107
litgre1_XC552112.ogg.npy,litgre1,107
comsan_XC658626.ogg.npy,comsan,44
oripip1_XC756582.ogg.npy,oripip1,122
comgre_XC823582.ogg.npy,comgre,37
lirplo_XC411001.ogg.npy,lirplo,105
brodro1_XC625553.ogg.npy,brodro1,28
grywag_XC561693.ogg.npy,grywag,76
ashdro1_XC775938.ogg.npy,ashdro1,1
comsan_XC586341.ogg.npy,comsan,44
comior1_XC444463.ogg.npy,comior1,38
zitcis1_XC572912.ogg.npy,zitcis1,181
wemhar1_XC462560.ogg.npy,wemhar1,166
bcnher_XC587882.ogg.npy,bcnher,10
barswa_XC746614.ogg.npy,barswa,9
labcro1_XC455250.ogg.npy,labcro1,100
woosan_XC374900.ogg.npy,woosan,177
eurcoo_XC658163.ogg.npy,eurcoo,57
lirplo_XC845340.ogg.npy,lirplo,105
pursun3_XC207650.ogg.npy,pursun3,133
houspa_XC282280.ogg.npy,houspa,82
comkin1_XC481293.ogg.npy,comkin1,39
litgre1_XC585762.ogg.npy,litgre1,107
whbwag1_XC570430.ogg.npy,whbwag1,170
blhori1_XC684107.ogg.npy,blhori1,18
bkskit1_XC350379.ogg.npy,bkskit1,13
rewlap1_XC665479.ogg.npy,rewlap1,141
kenplo1_XC359026.ogg.npy,kenplo1,98
rerswa1_XC794724.ogg.npy,rerswa1,138
grywag_XC443185.ogg.npy,grywag,76
labcro1_XC654944.ogg.npy,labcro1,100
eurcoo_XC702522.ogg.npy,eurcoo,57
grecou1_XC748012.ogg.npy,grecou1,64
asikoe2_XC812734.ogg.npy,asikoe2,4
comgre_XC768135.ogg.npy,comgre,37
comtai1_XC375649.ogg.npy,comtai1,45
bcnher_XC856291.ogg.npy,bcnher,10
grywag_XC602711.ogg.npy,grywag,76
blrwar1_XC571226.ogg.npy,blrwar1,20
whtkin2_XC431504.ogg.npy,whtkin2,176
bcnher_XC361997.ogg.npy,bcnher,10
grnsan_XC379243.ogg.npy,grnsan,71
litgre1_XC567744.ogg.npy,litgre1,107
wemhar1_XC262826.ogg.npy,wemhar1,166
gargan_XC835670.ogg.npy,gargan,59
zitcis1_XC756608.ogg.npy,zitcis1,181
comtai1_XC756500.ogg.npy,comtai1,45
asbfly_XC716486.ogg.npy,asbfly,0
purher1_XC380537.ogg.npy,purher1,132
pursun3_XC537485.ogg.npy,pursun3,133
comgre_XC670797.ogg.npy,comgre,37
grewar3_XC475580.ogg.npy,grewar3,70
grywag_XC588409.ogg.npy,grywag,76
houcro1_XC402081.ogg.npy,houcro1,81
comkin1_XC267955.ogg.npy,comkin1,39
bcnher_XC282497.ogg.npy,bcnher,10
grywag_XC185672.ogg.npy,grywag,76
spodov_XC245917.ogg.npy,spodov,155
bkskit1_XC196447.ogg.npy,bkskit1,13
woosan_XC666052.ogg.npy,woosan,177
eurcoo_XC597486.ogg.npy,eurcoo,57
woosan_XC745588.ogg.npy,woosan,177
comros_XC488571.ogg.npy,comros,43
bcnher_XC725859.ogg.npy,bcnher,10
commoo3_XC539199.ogg.npy,commoo3,40
kenplo1_XC718545.ogg.npy,kenplo1,98
greegr_XC161278.ogg.npy,greegr,65
junbab2_XC163136.ogg.npy,junbab2,95
eurcoo_XC640808.ogg.npy,eurcoo,57
grnsan_XC642145.ogg.npy,grnsan,71
asikoe2_XC73022.ogg.npy,asikoe2,4
spodov_XC359362.ogg.npy,spodov,155
grnsan_XC584394.ogg.npy,grnsan,71
crseag1_XC464125.ogg.npy,crseag1,50
eaywag1_XC754341.ogg.npy,eaywag1,53
tibfly3_XC653961.ogg.npy,tibfly3,161
grecou1_XC150711.ogg.npy,grecou1,64
ashdro1_XC359357.ogg.npy,ashdro1,1
comsan_XC823117.ogg.npy,comsan,44
nutman_XC237114.ogg.npy,nutman,120
grnsan_XC623577.ogg.npy,grnsan,71
asiope1_XC397761.ogg.npy,asiope1,5
purher1_XC306079.ogg.npy,purher1,132
rerswa1_XC278775.ogg.npy,rerswa1,138
bkwsti_XC787673.ogg.npy,bkwsti,14
cohcuc1_XC359057.ogg.npy,cohcuc1,35
categr_XC368935.ogg.npy,categr,33
ashdro1_XC769472.ogg.npy,ashdro1,1
rossta2_XC218003.ogg.npy,rossta2,144
grnsan_XC743688.ogg.npy,grnsan,71
houspa_XC414547.ogg.npy,houspa,82
kenplo1_XC185101.ogg.npy,kenplo1,98
lirplo_XC558971.ogg.npy,lirplo,105
gloibi_XC799984.ogg.npy,gloibi,60
litegr_XC587297.ogg.npy,litegr,106
commoo3_XC539463.ogg.npy,commoo3,40
bkskit1_XC763925.ogg.npy,bkskit1,13
lirplo_XC578093.ogg.npy,lirplo,105
hoopoe_XC202566.ogg.npy,hoopoe,80
whtkin2_XC549716.ogg.npy,whtkin2,176
kenplo1_XC366753.ogg.npy,kenplo1,98
bkskit1_XC352477.ogg.npy,bkskit1,13
comsan_XC496533.ogg.npy,comsan,44
grejun2_XC196742.ogg.npy,grejun2,68
copbar1_XC585138.ogg.npy,copbar1,46
rorpar_XC656331.ogg.npy,rorpar,143
grnsan_XC444848.ogg.npy,grnsan,71
aspswi1_XC696745.ogg.npy,aspswi1,7
comfla1_XC575543.ogg.npy,comfla1,36
stbkin1_XC297726.ogg.npy,stbkin1,158
commyn_XC546848.ogg.npy,commyn,41
comsan_XC628409.ogg.npy,comsan,44
kenplo1_XC785271.ogg.npy,kenplo1,98
grewar3_XC377167.ogg.npy,grewar3,70
grnsan_XC827044.ogg.npy,grnsan,71
asikoe2_XC812733.ogg.npy,asikoe2,4
grecou1_XC784195.ogg.npy,grecou1,64
lirplo_XC559766.ogg.npy,lirplo,105
grewar3_XC460796.ogg.npy,grewar3,70
brakit1_XC537471.ogg.npy,brakit1,22
comros_XC677478.ogg.npy,comros,43
eurcoo_XC528516.ogg.npy,eurcoo,57
asikoe2_XC743612.ogg.npy,asikoe2,4
comior1_XC529731.ogg.npy,comior1,38
bcnher_XC590462.ogg.npy,bcnher,10
barfly1_XC19576.ogg.npy,barfly1,8
woosan_XC381811.ogg.npy,woosan,177
kenplo1_XC666731.ogg.npy,kenplo1,98
ruftre2_XC450776.ogg.npy,ruftre2,146
eaywag1_XC793013.ogg.npy,eaywag1,53
moipig1_XC470503.ogg.npy,moipig1,117
blakit1_XC740481.ogg.npy,blakit1,17
gybpri1_XC430257.ogg.npy,gybpri1,77
brodro1_XC191846.ogg.npy,brodro1,28
litgre1_XC857946.ogg.npy,litgre1,107
lblwar1_XC608141.ogg.npy,lblwar1,102
comros_XC264048.ogg.npy,comros,43
grtdro1_XC296433.ogg.npy,grtdro1,73
grtdro1_XC595617.ogg.npy,grtdro1,73
comros_XC457675.ogg.npy,comros,43
btbeat1_XC741387.ogg.npy,btbeat1,31
blrwar1_XC150008.ogg.npy,blrwar1,20
comkin1_XC486202.ogg.npy,comkin1,39
ashpri1_XC469462.ogg.npy,ashpri1,2
brwowl1_XC494779.ogg.npy,brwowl1,30
eaywag1_XC372974.ogg.npy,eaywag1,53
grnsan_XC677341.ogg.npy,grnsan,71
bkwsti_XC737337.ogg.npy,bkwsti,14
graher1_XC572591.ogg.npy,graher1,62
bkskit1_XC433762.ogg.npy,bkskit1,13
grywag_XC792790.ogg.npy,grywag,76
comgre_XC785529.ogg.npy,comgre,37
eucdov_XC530699.ogg.npy,eucdov,55
rossta2_XC834535.ogg.npy,rossta2,144
purher1_XC469976.ogg.npy,purher1,132
rocpig_XC446270.ogg.npy,rocpig,142
bkwsti_XC544378.ogg.npy,bkwsti,14
gargan_XC190746.ogg.npy,gargan,59
whbwat1_XC764947.ogg.npy,whbwat1,171
ashpri1_XC239261.ogg.npy,ashpri1,2
putbab1_XC687978.ogg.npy,putbab1,136
crseag1_XC548362.ogg.npy,crseag1,50
eurbla2_XC574613.ogg.npy,eurbla2,56
barswa_XC672572.ogg.npy,barswa,9
litgre1_XC832170.ogg.npy,litgre1,107
junowl1_XC155374.ogg.npy,junowl1,97
houspa_XC818666.ogg.npy,houspa,82
zitcis1_XC666339.ogg.npy,zitcis1,181
piekin1_XC515827.ogg.npy,piekin1,126
comros_XC458152.ogg.npy,comros,43
woosan_XC668264.ogg.npy,woosan,177
commoo3_XC287570.ogg.npy,commoo3,40
forwag1_XC284539.ogg.npy,forwag1,58
spoowl1_XC395029.ogg.npy,spoowl1,156
ashdro1_XC290288.ogg.npy,ashdro1,1
crseag1_XC623714.ogg.npy,crseag1,50
eurcoo_XC671670.ogg.npy,eurcoo,57
blrwar1_XC655094.ogg.npy,blrwar1,20
hoopoe_XC844248.ogg.npy,hoopoe,80
junbab2_XC208585.ogg.npy,junbab2,95
laudov1_XC184811.ogg.npy,laudov1,101
pursun3_XC697551.ogg.npy,pursun3,133
eucdov_XC735179.ogg.npy,eucdov,55
eucdov_XC701043.ogg.npy,eucdov,55
grnsan_XC579395.ogg.npy,grnsan,71
categr_XC613482.ogg.npy,categr,33
comgre_XC647516.ogg.npy,comgre,37
rorpar_XC201705.ogg.npy,rorpar,143
grewar3_XC753208.ogg.npy,grewar3,70
hoopoe_XC471593.ogg.npy,hoopoe,80
rerswa1_XC442768.ogg.npy,rerswa1,138
spodov_XC787553.ogg.npy,spodov,155
litegr_XC827587.ogg.npy,litegr,106
brnhao1_XC124210.ogg.npy,brnhao1,26
rocpig_XC626505.ogg.npy,rocpig,142
comsan_XC822531.ogg.npy,comsan,44
gybpri1_XC740171.ogg.npy,gybpri1,77
ashdro1_XC769354.ogg.npy,ashdro1,1
cohcuc1_XC214005.ogg.npy,cohcuc1,35
grewar3_XC729562.ogg.npy,grewar3,70
whbwoo2_XC545977.ogg.npy,whbwoo2,172
grecou1_XC210460.ogg.npy,grecou1,64
zitcis1_XC633689.ogg.npy,zitcis1,181
whbbul2_XC163925.ogg.npy,whbbul2,167
kenplo1_XC845787.ogg.npy,kenplo1,98
comros_XC135402.ogg.npy,comros,43
grtdro1_XC576678.ogg.npy,grtdro1,73
goflea1_XC116540.ogg.npy,goflea1,61
hoopoe_XC357489.ogg.npy,hoopoe,80
categr_XC313748.ogg.npy,categr,33
wemhar1_XC584486.ogg.npy,wemhar1,166
commoo3_XC370952.ogg.npy,commoo3,40
whiter2_XC524299.ogg.npy,whiter2,174
comros_XC801284.ogg.npy,comros,43
whtkin2_XC633065.ogg.npy,whtkin2,176
pursun4_XC752676.ogg.npy,pursun4,134
rufwoo2_XC393952.ogg.npy,rufwoo2,147
bkskit1_XC352575.ogg.npy,bkskit1,13
woosan_XC187082.ogg.npy,woosan,177
brodro1_XC843971.ogg.npy,brodro1,28
brnshr_XC821118.ogg.npy,brnshr,27
litgre1_XC499180.ogg.npy,litgre1,107
tilwar1_XC191455.ogg.npy,tilwar1,162
piebus1_XC794581.ogg.npy,piebus1,125
whbbul2_XC342684.ogg.npy,whbbul2,167
comros_XC458149.ogg.npy,comros,43
whiter2_XC406091.ogg.npy,whiter2,174
commyn_XC114748.ogg.npy,commyn,41
litegr_XC800990.ogg.npy,litegr,106
blrwar1_XC180043.ogg.npy,blrwar1,20
gloibi_XC383291.ogg.npy,gloibi,60
litegr_XC145647.ogg.npy,litegr,106
comros_XC319834.ogg.npy,comros,43
litegr_XC701381.ogg.npy,litegr,106
bcnher_XC587866.ogg.npy,bcnher,10
blrwar1_XC653926.ogg.npy,blrwar1,20
bcnher_XC659411.ogg.npy,bcnher,10
grewar3_XC817793.ogg.npy,grewar3,70
zitcis1_XC263700.ogg.npy,zitcis1,181
gargan_XC362417.ogg.npy,gargan,59
marsan_XC134895.ogg.npy,marsan,115
pursun3_XC459680.ogg.npy,pursun3,133
comgre_XC737053.ogg.npy,comgre,37
plhpar1_XC485131.ogg.npy,plhpar1,130
grefla1_XC355102.ogg.npy,grefla1,66
bcnher_XC669025.ogg.npy,bcnher,10
grnsan_XC667687.ogg.npy,grnsan,71
shikra1_XC145288.ogg.npy,shikra1,151
zitcis1_XC856176.ogg.npy,zitcis1,181
eurcoo_XC558305.ogg.npy,eurcoo,57
blrwar1_XC657261.ogg.npy,blrwar1,20
grecou1_XC359292.ogg.npy,grecou1,64
blakit1_XC442940.ogg.npy,blakit1,17
eaywag1_XC145109.ogg.npy,eaywag1,53
litgre1_XC559857.ogg.npy,litgre1,107
eurcoo_XC246674.ogg.npy,eurcoo,57
brwowl1_XC637210.ogg.npy,brwowl1,30
asbfly_XC484489.ogg.npy,asbfly,0
grywag_XC367828.ogg.npy,grywag,76
whtkin2_XC362967.ogg.npy,whtkin2,176
emedov2_XC167080.ogg.npy,emedov2,54
lirplo_XC669007.ogg.npy,lirplo,105
blakit1_XC482649.ogg.npy,blakit1,17
marsan_XC398627.ogg.npy,marsan,115
comkin1_XC792425.ogg.npy,comkin1,39
rocpig_XC577661.ogg.npy,rocpig,142
grywag_XC432285.ogg.npy,grywag,76
insowl1_XC546881.ogg.npy,insowl1,91
insbab1_XC638515.ogg.npy,insbab1,90
ingori1_XC19735.ogg.npy,ingori1,88
lirplo_XC555091.ogg.npy,lirplo,105
commoo3_XC185246.ogg.npy,commoo3,40
compea_XC572395.ogg.npy,compea,42
rewbul_XC490874.ogg.npy,rewbul,140
whiter2_XC414722.ogg.npy,whiter2,174
gloibi_XC785628.ogg.npy,gloibi,60
comsan_XC550675.ogg.npy,comsan,44
rorpar_XC746907.ogg.npy,rorpar,143
commyn_XC598051.ogg.npy,commyn,41
barswa_XC790601.ogg.npy,barswa,9
comtai1_XC170592.ogg.npy,comtai1,45
graher1_XC602860.ogg.npy,graher1,62
grecou1_XC397003.ogg.npy,grecou1,64
comgre_XC828015.ogg.npy,comgre,37
thbwar1_XC458520.ogg.npy,thbwar1,160
grecou1_XC575528.ogg.npy,grecou1,64
ashwoo2_XC803330.ogg.npy,ashwoo2,3
houspa_XC556947.ogg.npy,houspa,82
comior1_XC734196.ogg.npy,comior1,38
insbab1_XC404222.ogg.npy,insbab1,90
houspa_XC665040.ogg.npy,houspa,82
commyn_XC469357.ogg.npy,commyn,41
bcnher_XC763193.ogg.npy,bcnher,10
lewduc1_XC733108.ogg.npy,lewduc1,104
grnsan_XC484050.ogg.npy,grnsan,71
categr_XC814122.ogg.npy,categr,33
brnhao1_XC542268.ogg.npy,brnhao1,26
grywag_XC825602.ogg.npy,grywag,76
grywag_XC677953.ogg.npy,grywag,76
litegr_XC628901.ogg.npy,litegr,106
labcro1_XC285048.ogg.npy,labcro1,100
blrwar1_XC479930.ogg.npy,blrwar1,20
indrob1_XC197114.ogg.npy,indrob1,85
comsan_XC840213.ogg.npy,comsan,44
eucdov_XC786892.ogg.npy,eucdov,55
bcnher_XC536417.ogg.npy,bcnher,10
comtai1_XC541999.ogg.npy,comtai1,45
whrmun_XC839539.ogg.npy,whrmun,175
hoopoe_XC561426.ogg.npy,hoopoe,80
bkwsti_XC365762.ogg.npy,bkwsti,14
commoo3_XC717326.ogg.npy,commoo3,40
laudov1_XC443638.ogg.npy,laudov1,101
grnsan_XC774711.ogg.npy,grnsan,71
plhpar1_XC504997.ogg.npy,plhpar1,130
indpit1_XC137108.ogg.npy,indpit1,84
bkwsti_XC333652.ogg.npy,bkwsti,14
comsan_XC822668.ogg.npy,comsan,44
grewar3_XC163088.ogg.npy,grewar3,70
comgre_XC644627.ogg.npy,comgre,37
graher1_XC545118.ogg.npy,graher1,62
pursun4_XC652000.ogg.npy,pursun4,134
vehpar1_XC318986.ogg.npy,vehpar1,164
junmyn1_XC157858.ogg.npy,junmyn1,96
asikoe2_XC362851.ogg.npy,asikoe2,4
grnwar1_XC807159.ogg.npy,grnwar1,72
wemhar1_XC377177.ogg.npy,wemhar1,166
lblwar1_XC406113.ogg.npy,lblwar1,102
hoopoe_XC598504.ogg.npy,hoopoe,80
whtkin2_XC775464.ogg.npy,whtkin2,176
brcful1_XC743677.ogg.npy,brcful1,24
rorpar_XC469368.ogg.npy,rorpar,143
thbwar1_XC458521.ogg.npy,thbwar1,160
barswa_XC361241.ogg.npy,barswa,9
litegr_XC333911.ogg.npy,litegr,106
vefnut1_XC320231.ogg.npy,vefnut1,163
eurcoo_XC543967.ogg.npy,eurcoo,57
grnsan_XC749136.ogg.npy,grnsan,71
pursun3_XC268375.ogg.npy,pursun3,133
blrwar1_XC571560.ogg.npy,blrwar1,20
comkin1_XC751278.ogg.npy,comkin1,39
bladro1_XC446167.ogg.npy,bladro1,15
eurbla2_XC177124.ogg.npy,eurbla2,56
pursun4_XC364333.ogg.npy,pursun4,134
pursun4_XC143460.ogg.npy,pursun4,134
grecou1_XC152924.ogg.npy,grecou1,64
houspa_XC387366.ogg.npy,houspa,82
vefnut1_XC86992.ogg.npy,vefnut1,163
comkin1_XC466444.ogg.npy,comkin1,39
bcnher_XC801766.ogg.npy,bcnher,10
blakit1_XC189743.ogg.npy,blakit1,17
grewar3_XC420092.ogg.npy,grewar3,70
litegr_XC551437.ogg.npy,litegr,106
plapri1_XC268572.ogg.npy,plapri1,129
comior1_XC857167.ogg.npy,comior1,38
houspa_XC830552.ogg.npy,houspa,82
aspfly1_XC86931.ogg.npy,aspfly1,6
commoo3_XC747059.ogg.npy,commoo3,40
graher1_XC391304.ogg.npy,graher1,62
shikra1_XC575198.ogg.npy,shikra1,151
eaywag1_XC825495.ogg.npy,eaywag1,53
rocpig_XC486873.ogg.npy,rocpig,142
rossta2_XC755715.ogg.npy,rossta2,144
whbwat1_XC844113.ogg.npy,whbwat1,171
grnwar1_XC745683.ogg.npy,grnwar1,72
comsan_XC738113.ogg.npy,comsan,44
eaywag1_XC317925.ogg.npy,eaywag1,53
zitcis1_XC556969.ogg.npy,zitcis1,181
whrmun_XC757201.ogg.npy,whrmun,175
comkin1_XC202482.ogg.npy,comkin1,39
comros_XC486710.ogg.npy,comros,43
grtdro1_XC398480.ogg.npy,grtdro1,73
houcro1_XC402455.ogg.npy,houcro1,81
ashpri1_XC568704.ogg.npy,ashpri1,2
comsan_XC580713.ogg.npy,comsan,44
houcro1_XC209000.ogg.npy,houcro1,81
purher1_XC568936.ogg.npy,purher1,132
eurcoo_XC774672.ogg.npy,eurcoo,57
categr_XC174527.ogg.npy,categr,33
zitcis1_XC301756.ogg.npy,zitcis1,181
bcnher_XC760762.ogg.npy,bcnher,10
comgre_XC666311.ogg.npy,comgre,37
comgre_XC758770.ogg.npy,comgre,37
comgre_XC307198.ogg.npy,comgre,37
barswa_XC277319.ogg.npy,barswa,9
houspa_XC555548.ogg.npy,houspa,82
hoopoe_XC741737.ogg.npy,hoopoe,80
comtai1_XC209047.ogg.npy,comtai1,45
labcro1_XC267641.ogg.npy,labcro1,100
bladro1_XC754310.ogg.npy,bladro1,15
brnshr_XC723583.ogg.npy,brnshr,27
ashdro1_XC114605.ogg.npy,ashdro1,1
spepic1_XC492385.ogg.npy,spepic1,154
brodro1_XC569936.ogg.npy,brodro1,28
moipig1_XC349486.ogg.npy,moipig1,117
rorpar_XC768288.ogg.npy,rorpar,143
eaywag1_XC768501.ogg.npy,eaywag1,53
bkwsti_XC788440.ogg.npy,bkwsti,14
cohcuc1_XC802650.ogg.npy,cohcuc1,35
laudov1_XC322533.ogg.npy,laudov1,101
comgre_XC528456.ogg.npy,comgre,37
litgre1_XC537562.ogg.npy,litgre1,107
grejun2_XC469387.ogg.npy,grejun2,68
barswa_XC492313.ogg.npy,barswa,9
eaywag1_XC591908.ogg.npy,eaywag1,53
litegr_XC333949.ogg.npy,litegr,106
barswa_XC733229.ogg.npy,barswa,9
ashdro1_XC699926.ogg.npy,ashdro1,1
commoo3_XC846063.ogg.npy,commoo3,40
eurcoo_XC463333.ogg.npy,eurcoo,57
purher1_XC676684.ogg.npy,purher1,132
comsan_XC678535.ogg.npy,comsan,44
woosan_XC746240.ogg.npy,woosan,177
blakit1_XC309401.ogg.npy,blakit1,17
purher1_XC432145.ogg.npy,purher1,132
houspa_XC140824.ogg.npy,houspa,82
putbab1_XC687977.ogg.npy,putbab1,136
bkskit1_XC194609.ogg.npy,bkskit1,13
grewar3_XC460732.ogg.npy,grewar3,70
commyn_XC203346.ogg.npy,commyn,41
orihob2_XC555705.ogg.npy,orihob2,121
bcnher_XC725849.ogg.npy,bcnher,10
aspfly1_XC288095.ogg.npy,aspfly1,6
stbkin1_XC406408.ogg.npy,stbkin1,158
lirplo_XC523189.ogg.npy,lirplo,105
rewlap1_XC445540.ogg.npy,rewlap1,141
purswa3_XC822001.ogg.npy,purswa3,135
asikoe2_XC179229.ogg.npy,asikoe2,4
placuc3_XC181935.ogg.npy,placuc3,127
bkskit1_XC583759.ogg.npy,bkskit1,13
comtai1_XC663565.ogg.npy,comtai1,45
piekin1_XC515889.ogg.npy,piekin1,126
eucdov_XC234418.ogg.npy,eucdov,55
malwoo1_XC237600.ogg.npy,malwoo1,114
comkin1_XC499157.ogg.npy,comkin1,39
comkin1_XC513994.ogg.npy,comkin1,39
comsan_XC808867.ogg.npy,comsan,44
whtkin2_XC115903.ogg.npy,whtkin2,176
gyhcaf1_XC307400.ogg.npy,gyhcaf1,78
kenplo1_XC812533.ogg.npy,kenplo1,98
litegr_XC845723.ogg.npy,litegr,106
comkin1_XC496573.ogg.npy,comkin1,39
nilfly2_XC856424.ogg.npy,nilfly2,118
bkskit1_XC801389.ogg.npy,bkskit1,13
litgre1_XC750736.ogg.npy,litgre1,107
greegr_XC431288.ogg.npy,greegr,65
blrwar1_XC570489.ogg.npy,blrwar1,20
blakit1_XC305003.ogg.npy,blakit1,17
grywag_XC833019.ogg.npy,grywag,76
commoo3_XC647774.ogg.npy,commoo3,40
ashdro1_XC429030.ogg.npy,ashdro1,1
brakit1_XC575565.ogg.npy,brakit1,22
bkwsti_XC795773.ogg.npy,bkwsti,14
commoo3_XC656237.ogg.npy,commoo3,40
kenplo1_XC765900.ogg.npy,kenplo1,98
asikoe2_XC450405.ogg.npy,asikoe2,4
spodov_XC783972.ogg.npy,spodov,155
malwoo1_XC694105.ogg.npy,malwoo1,114
bladro1_XC857000.ogg.npy,bladro1,15
grewar3_XC250440.ogg.npy,grewar3,70
comkin1_XC639357.ogg.npy,comkin1,39
eucdov_XC447750.ogg.npy,eucdov,55
plapri1_XC21835.ogg.npy,plapri1,129
purher1_XC828042.ogg.npy,purher1,132
comsan_XC675776.ogg.npy,comsan,44
rewlap1_XC124407.ogg.npy,rewlap1,141
brcful1_XC213302.ogg.npy,brcful1,24
rocpig_XC270097.ogg.npy,rocpig,142
crseag1_XC220906.ogg.npy,crseag1,50
comros_XC120458.ogg.npy,comros,43
eurcoo_XC623257.ogg.npy,eurcoo,57
zitcis1_XC485272.ogg.npy,zitcis1,181
wemhar1_XC642114.ogg.npy,wemhar1,166
kenplo1_XC341212.ogg.npy,kenplo1,98
blakit1_XC129824.ogg.npy,blakit1,17
placuc3_XC591480.ogg.npy,placuc3,127
grywag_XC753778.ogg.npy,grywag,76
bkskit1_XC350188.ogg.npy,bkskit1,13
mawthr1_XC210834.ogg.npy,mawthr1,116
oripip1_XC391115.ogg.npy,oripip1,122
ashpri1_XC788227.ogg.npy,ashpri1,2
emedov2_XC666200.ogg.npy,emedov2,54
whtkin2_XC621468.ogg.npy,whtkin2,176
lirplo_XC438703.ogg.npy,lirplo,105
rutfly6_XC307518.ogg.npy,rutfly6,148
barswa_XC284630.ogg.npy,barswa,9
greegr_XC196155.ogg.npy,greegr,65
spodov_XC443312.ogg.npy,spodov,155
eucdov_XC794188.ogg.npy,eucdov,55
kerlau2_XC386971.ogg.npy,kerlau2,99
grtdro1_XC464135.ogg.npy,grtdro1,73
revbul_XC587797.ogg.npy,revbul,139
plapri1_XC592535.ogg.npy,plapri1,129
comtai1_XC612366.ogg.npy,comtai1,45
litegr_XC667451.ogg.npy,litegr,106
comsan_XC798345.ogg.npy,comsan,44
blnmon1_XC490542.ogg.npy,blnmon1,19
grnsan_XC362384.ogg.npy,grnsan,71
grnsan_XC549260.ogg.npy,grnsan,71
grenig1_XC198095.ogg.npy,grenig1,69
hoopoe_XC376646.ogg.npy,hoopoe,80
grnsan_XC183913.ogg.npy,grnsan,71
houspa_XC215043.ogg.npy,houspa,82
commyn_XC518553.ogg.npy,commyn,41
brodro1_XC284393.ogg.npy,brodro1,28
bladro1_XC738852.ogg.npy,bladro1,15
hoopoe_XC855076.ogg.npy,hoopoe,80
comkin1_XC500306.ogg.npy,comkin1,39
bcnher_XC794441.ogg.npy,bcnher,10
grywag_XC749575.ogg.npy,grywag,76
grywag_XC710674.ogg.npy,grywag,76
gloibi_XC417662.ogg.npy,gloibi,60
litspi1_XC840214.ogg.npy,litspi1,108
bkwsti_XC436192.ogg.npy,bkwsti,14
spoowl1_XC572905.ogg.npy,spoowl1,156
zitcis1_XC337541.ogg.npy,zitcis1,181
plapri1_XC683308.ogg.npy,plapri1,129
blrwar1_XC575408.ogg.npy,blrwar1,20
houspa_XC294491.ogg.npy,houspa,82
zitcis1_XC504689.ogg.npy,zitcis1,181
grtdro1_XC336466.ogg.npy,grtdro1,73
litgre1_XC857934.ogg.npy,litgre1,107
hoopoe_XC554669.ogg.npy,hoopoe,80
houcro1_XC254340.ogg.npy,houcro1,81
houcro1_XC443068.ogg.npy,houcro1,81
barswa_XC602949.ogg.npy,barswa,9
bcnher_XC713547.ogg.npy,bcnher,10
bcnher_XC837579.ogg.npy,bcnher,10
houcro1_XC191299.ogg.npy,houcro1,81
litegr_XC560736.ogg.npy,litegr,106
brnhao1_XC561778.ogg.npy,brnhao1,26
grywag_XC783763.ogg.npy,grywag,76
greegr_XC515993.ogg.npy,greegr,65
